Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,V2,Stdout,Stderr
847,:,1669899386.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Maine/pcnf/34_29.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Maine/pcnf/34_29.cnf,,"120.487_118.020_2.175"
848,:,1669899481.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Maine/pcnf/28_35.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Maine/pcnf/28_35.cnf,,"120.583_118.304_1.858"
849,:,1669899482.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Maine/pcnf/32_6.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Maine/pcnf/32_6.cnf,,"120.623_117.749_2.492"
850,:,1669899482.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Maine/pcnf/14_20.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Maine/pcnf/14_20.cnf,,"120.531_118.570_1.591"
851,:,1669899482.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/105_18.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/105_18.cnf,,"120.604_117.521_2.706"
852,:,1669899485.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/102_18.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/102_18.cnf,,"120.620_117.701_2.552"
853,:,1669899485.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/23_26.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/23_26.cnf,,"120.629_117.784_2.508"
854,:,1669899485.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/23_75.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/23_75.cnf,,"120.616_117.754_2.541"
855,:,1669899485.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/80_121.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/80_121.cnf,,"120.643_117.569_2.714"
856,:,1669899486.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/122_84.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/122_84.cnf,,"120.606_117.774_2.469"
857,:,1669899486.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/71_14.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/71_14.cnf,,"120.583_117.716_2.529"
858,:,1669899487.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/27_53.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/27_53.cnf,,"120.665_117.449_2.853"
859,:,1669899487.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/33_117.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/33_117.cnf,,"120.707_117.445_2.927"
860,:,1669899487.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Massachusetts/pcnf/114_138.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Massachusetts/pcnf/114_138.cnf,,"120.704_117.414_2.959"
861,:,1669899487.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/296_553.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/296_553.cnf,,"120.661_117.510_2.811"
862,:,1669899488.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/98_264.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/98_264.cnf,,"120.681_117.328_2.972"
863,:,1669899489.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/361_403.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/361_403.cnf,,"120.689_117.361_2.950"
864,:,1669899489.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/155_3.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/155_3.cnf,,"120.700_117.339_2.988"
865,:,1669899490.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/272_36.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/272_36.cnf,,"120.652_117.411_2.914"
866,:,1669899505.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/49_75.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/49_75.cnf,,"120.664_117.278_2.988"
867,:,1669899506.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/406_187.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/406_187.cnf,,"120.594_117.538_2.717"
869,:,1669899602.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/91_529.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/91_529.cnf,,"120.533_118.107_2.095"
868,:,1669899602.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/322_513.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/322_513.cnf,,"120.750_117.271_3.035"
870,:,1669899602.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Michigan/pcnf/363_211.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Michigan/pcnf/363_211.cnf,,"120.672_117.335_2.971"
871,:,1669899603.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/78_295.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/78_295.cnf,,"120.689_117.176_3.129"
872,:,1669899605.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/208_136.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/208_136.cnf,,"120.727_117.008_3.392"
873,:,1669899605.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/314_393.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/314_393.cnf,,"120.788_117.129_3.317"
874,:,1669899605.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/400_58.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/400_58.cnf,,"120.757_117.207_3.231"
875,:,1669899606.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/326_345.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/326_345.cnf,,"120.677_117.162_3.153"
876,:,1669899606.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/200_175.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/200_175.cnf,,"120.679_117.156_3.156"
877,:,1669899607.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/381_186.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/381_186.cnf,,"120.670_116.830_3.507"
878,:,1669899607.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/396_316.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/396_316.cnf,,"120.729_117.228_3.185"
879,:,1669899607.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/135_111.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/135_111.cnf,,"120.687_117.177_3.152"
880,:,1669899607.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Missouri/pcnf/345_80.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Missouri/pcnf/345_80.cnf,,"120.737_117.143_3.281"
881,:,1669899608.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/14_80.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/14_80.cnf,,"120.675_117.360_2.954"
882,:,1669899609.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/93_12.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/93_12.cnf,,"120.672_117.444_2.868"
883,:,1669899610.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/101_37.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/101_37.cnf,,"120.648_117.482_2.806"
884,:,1669899610.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/43_75.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/43_75.cnf,,"120.701_117.310_3.026"
885,:,1669899610.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/15_52.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/15_52.cnf,,"120.608_117.568_2.734"
886,:,1669899626.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/72_9.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/72_9.cnf,,"120.631_117.442_2.824"
887,:,1669899627.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/34_25.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/34_25.cnf,,"120.574_117.391_2.876"
888,:,1669899723.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/38_56.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/38_56.cnf,,"120.623_117.394_2.874"
889,:,1669899723.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/25_105.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/25_105.cnf,,"120.607_117.548_2.750"
890,:,1669899723.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Nebraska/pcnf/56_20.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Nebraska/pcnf/56_20.cnf,,"120.604_117.417_2.909"
949,:,1669899725.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/242_239.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/242_239.cnf,,"120.572_117.658_2.584"
950,:,1669899726.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/230_122.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/230_122.cnf,,"120.640_117.135_3.170"
951,:,1669899726.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/216_235.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/216_235.cnf,,"120.661_117.537_2.840"
952,:,1669899726.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/73_14.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/73_14.cnf,,"120.734_117.070_3.377"
953,:,1669899726.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/135_22.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/135_22.cnf,,"120.634_117.701_2.653"
954,:,1669899727.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/30_56.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/30_56.cnf,,"120.536_117.999_2.209"
955,:,1669899727.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/32_64.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/32_64.cnf,,"120.602_117.415_2.895"
957,:,1669899728.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/241_204.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/241_204.cnf,,"120.674_117.504_2.847"
956,:,1669899728.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/243_51.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/243_51.cnf,,"120.733_117.200_3.190"
958,:,1669899728.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Ohio/pcnf/120_236.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Ohio/pcnf/120_236.cnf,,"120.577_117.593_2.703"
959,:,1669899729.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/141_148.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/141_148.cnf,,"120.575_117.803_2.474"
960,:,1669899729.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/148_15.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/148_15.cnf,,"120.715_117.395_2.916"
961,:,1669899730.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/163_55.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/163_55.cnf,,"120.641_117.415_2.892"
962,:,1669899731.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/189_95.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/189_95.cnf,,"120.538_117.808_2.448"
963,:,1669899731.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/157_75.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/157_75.cnf,,"120.672_117.321_3.020"
964,:,1669899746.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/154_66.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/154_66.cnf,,"120.580_117.808_2.412"
965,:,1669899747.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/103_37.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/103_37.cnf,,"120.557_117.652_2.583"
967,:,1669899843.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/29_93.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/29_93.cnf,,"120.591_117.539_2.709"
966,:,1669899843.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Oregon/pcnf/44_127.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Oregon/pcnf/44_127.cnf,,"120.659_117.259_3.010"
988,:,1669899844.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/56_18.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/56_18.cnf,,"120.562_117.546_2.715"
989,:,1669899845.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/68_30.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/68_30.cnf,,"120.541_117.944_2.272"
990,:,1669899847.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/63_62.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/63_62.cnf,,"120.590_117.103_3.202"
991,:,1669899847.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/9_37.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/9_37.cnf,,"120.585_117.635_2.627"
992,:,1669899847.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/0_57.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/0_57.cnf,,"120.654_117.294_3.087"
993,:,1669899847.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/94_85.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/94_85.cnf,,"120.598_117.816_2.495"
994,:,1669899848.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/51_12.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/51_12.cnf,,"120.704_117.356_2.945"
995,:,1669899848.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/56_26.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/56_26.cnf,,"120.555_117.752_2.526"
996,:,1669899849.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/9_68.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/9_68.cnf,,"120.618_117.876_2.454"
997,:,1669899849.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Tennessee/pcnf/52_15.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Tennessee/pcnf/52_15.cnf,,"120.651_117.370_2.944"
998,:,1669899849.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/369_236.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/369_236.cnf,,"120.680_117.453_2.923"
999,:,1669899849.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/563_524.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/563_524.cnf,,"120.649_117.508_2.835"
1000,:,1669899850.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/673_478.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/673_478.cnf,,"120.603_117.836_2.410"
1001,:,1669899851.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/657_356.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/657_356.cnf,,"120.649_117.552_2.727"
1002,:,1669899851.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/407_250.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/407_250.cnf,,"120.643_117.732_2.553"
1003,:,1669899852.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/578_615.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/578_615.cnf,,"120.666_117.499_2.812"
1004,:,1669899867.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/612_563.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/612_563.cnf,,"120.586_117.483_2.717"
1005,:,1669899868.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/117_332.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/117_332.cnf,,"120.598_117.635_2.614"
1007,:,1669899964.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/269_349.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/269_349.cnf,,"120.622_117.593_2.651"
1006,:,1669899964.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Texas/pcnf/164_339.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Texas/pcnf/164_339.cnf,,"120.717_117.504_2.730"
1008,:,1669899965.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/285_7.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/285_7.cnf,,"120.588_117.360_2.893"
1009,:,1669899966.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/121_215.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/121_215.cnf,,"120.628_117.428_2.828"
1010,:,1669899967.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/133_173.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/133_173.cnf,,"120.644_117.616_2.657"
1011,:,1669899967.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/128_64.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/128_64.cnf,,"120.659_117.524_2.764"
1013,:,1669899968.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/215_349.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/215_349.cnf,,"120.689_117.490_2.842"
1012,:,1669899968.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/347_400.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/347_400.cnf,,"120.740_117.537_2.794"
1014,:,1669899968.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/442_320.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/442_320.cnf,,"120.619_117.579_2.695"
1015,:,1669899968.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/156_222.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/156_222.cnf,,"120.658_117.575_2.702"
1016,:,1669899969.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/155_310.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/155_310.cnf,,"120.668_117.468_2.828"
1017,:,1669899969.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Virginia/pcnf/301_97.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Virginia/pcnf/301_97.cnf,,"120.745_117.471_2.915"
1018,:,1669899969.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Washington/pcnf/164_275.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Washington/pcnf/164_275.cnf,,"120.789_117.162_3.288"
1019,:,1669899970.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/north_america/Washington/pcnf/207_248.cnf >> /dev/null')",1,instances/power_transmission_grid/north_america/Washington/pcnf/207_248.cnf,,"120.731_117.309_3.086"
1038,:,1669900090.000,1.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Albania/pcnf/11_13.cnf >> /dev/null')",2,instances/power_transmission_grid/europe/Albania/pcnf/11_13.cnf,,"0.276_0.257_0.018"
1040,:,1669900091.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Albania/pcnf/9_8.cnf >> /dev/null')",2,instances/power_transmission_grid/europe/Albania/pcnf/9_8.cnf,,"0.041_0.032_0.009"
1039,:,1669900091.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Albania/pcnf/7_5.cnf >> /dev/null')",2,instances/power_transmission_grid/europe/Albania/pcnf/7_5.cnf,,"0.091_0.077_0.014"
1041,:,1669900091.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Albania/pcnf/2_5.cnf >> /dev/null')",2,instances/power_transmission_grid/europe/Albania/pcnf/2_5.cnf,,"0.148_0.136_0.011"
